Sample,scg,tel,eff.scg,eff.tel,plate,ref.tel,ref.scg
GR11.5,16.575,12.244,1.843,1.906,2,11.724,17.977
GR11.5,16.575,12.244,1.843,1.906,2,11.724,17.977
GR11.6,18.474,11.851,1.843,1.906,2,11.724,17.977
GR11.6,18.474,11.851,1.843,1.906,2,11.724,17.977
GR11.6,18.474,11.851,1.843,1.906,2,11.724,17.977
GR40.121,16.096,12.633,1.843,1.906,2,11.724,17.977
GR40.121,16.096,12.633,1.843,1.906,2,11.724,17.977
GR40.121,16.096,12.633,1.843,1.906,2,11.724,17.977
GR40.122,18.461,14.52,1.843,1.906,2,11.724,17.977
GR40.122,18.461,14.52,1.843,1.906,2,11.724,17.977
GR40.122,18.461,14.52,1.843,1.906,2,11.724,17.977
GR40.123,17.856,11.45,1.843,1.906,2,11.724,17.977
GR40.123,17.856,11.45,1.843,1.906,2,11.724,17.977
GR40.123,17.856,11.45,1.843,1.906,2,11.724,17.977
GR40.124,18.153,14.51,1.843,1.906,2,11.724,17.977
GR40.124,18.153,14.51,1.843,1.906,2,11.724,17.977
GR40.124,18.153,14.51,1.843,1.906,2,11.724,17.977
GR40.125,17.677,12.78,1.843,1.906,2,11.724,17.977
GR40.125,17.677,12.78,1.843,1.906,2,11.724,17.977
GR40.125,17.677,12.78,1.843,1.906,2,11.724,17.977
GR40.126,18.005,13.444,1.843,1.906,2,11.724,17.977
GR40.126,18.005,13.444,1.843,1.906,2,11.724,17.977
GR40.126,18.005,13.444,1.843,1.906,2,11.724,17.977
IO29.1,14.865,11.807,1.839,1.907,3,11.226,17.531
IO29.1,14.865,11.807,1.839,1.907,3,11.226,17.531
IO29.1,14.865,11.807,1.839,1.907,3,11.226,17.531
IO29.11,16.618,11.981,1.839,1.907,3,11.226,17.531
IO29.11,16.618,11.981,1.839,1.907,3,11.226,17.531
IO29.11,16.618,11.981,1.839,1.907,3,11.226,17.531
IO29.2,15.913,11.64,1.839,1.907,3,11.226,17.531
IO29.2,15.913,11.64,1.839,1.907,3,11.226,17.531
IO29.2,15.913,11.64,1.839,1.907,3,11.226,17.531
IO29.3,16.78,10.903,1.839,1.907,3,11.226,17.531
IO29.3,16.78,10.903,1.839,1.907,3,11.226,17.531
IO29.3,16.78,10.903,1.839,1.907,3,11.226,17.531
IO29.5,16.604,12.252,1.839,1.907,3,11.226,17.531
IO29.5,16.604,12.252,1.839,1.907,3,11.226,17.531
IO29.5,16.604,12.252,1.839,1.907,3,11.226,17.531
IO29.9,17.179,12.371,1.839,1.907,3,11.226,17.531
IO29.9,17.179,12.371,1.839,1.907,3,11.226,17.531
IO29.9,17.179,12.371,1.839,1.907,3,11.226,17.531
IO43.74,18.256,10.174,1.839,1.907,3,11.226,17.531
IO43.74,18.256,10.174,1.839,1.907,3,11.226,17.531
IO43.74,18.256,10.174,1.839,1.907,3,11.226,17.531
IO43.75,16.589,11.1,1.839,1.907,3,11.226,17.531
IO43.75,16.589,11.1,1.839,1.907,3,11.226,17.531
IO43.75,16.589,11.1,1.839,1.907,3,11.226,17.531
IO43.86,18.212,8.702,1.839,1.907,3,11.226,17.531
IO43.86,18.212,8.702,1.839,1.907,3,11.226,17.531
IO43.86,18.212,8.702,1.839,1.907,3,11.226,17.531
IO43.87,18.124,10.847,1.839,1.907,3,11.226,17.531
IO43.87,18.124,10.847,1.839,1.907,3,11.226,17.531
IO43.87,18.124,10.847,1.839,1.907,3,11.226,17.531
IO43.92,17.457,10.29,1.839,1.907,3,11.226,17.531
IO43.92,17.457,10.29,1.839,1.907,3,11.226,17.531
IO43.92,17.457,10.29,1.839,1.907,3,11.226,17.531
IO43.93,18.458,12.962,1.839,1.907,3,11.226,17.531
IO43.93,18.458,12.962,1.839,1.907,3,11.226,17.531
IO43.93,18.458,12.962,1.839,1.907,3,11.226,17.531
LG1,19.09,10.389,1.847,1.848,1,8.581,17.333
LG1,19.09,10.389,1.847,1.848,1,8.581,17.333
LG1,19.09,10.389,1.847,1.848,1,8.581,17.333
LG10,18.522,8.197,1.847,1.848,1,8.581,17.333
LG10,18.522,8.197,1.847,1.848,1,8.581,17.333
LG10,18.522,8.197,1.847,1.848,1,8.581,17.333
LG13,18.983,7.862,1.847,1.848,1,8.581,17.333
LG13,18.983,7.862,1.847,1.848,1,8.581,17.333
LG13,18.983,7.862,1.847,1.848,1,8.581,17.333
LG15,17.63,9.016,1.847,1.848,1,8.581,17.333
LG15,17.63,9.016,1.847,1.848,1,8.581,17.333
LG15,17.63,9.016,1.847,1.848,1,8.581,17.333
LG15.13,17.951,10.74,1.839,1.907,3,11.226,17.531
LG15.13,17.951,10.74,1.839,1.907,3,11.226,17.531
LG15.13,17.951,10.74,1.839,1.907,3,11.226,17.531
LG15.14,17.476,12.545,1.839,1.907,3,11.226,17.531
LG15.14,17.476,12.545,1.839,1.907,3,11.226,17.531
LG15.14,17.476,12.545,1.839,1.907,3,11.226,17.531
LG15.15,18.079,12.267,1.839,1.907,3,11.226,17.531
LG15.15,18.079,12.267,1.839,1.907,3,11.226,17.531
LG15.15,18.079,12.267,1.839,1.907,3,11.226,17.531
LG15.16,17.022,13.326,1.839,1.907,3,11.226,17.531
LG15.16,17.022,13.326,1.839,1.907,3,11.226,17.531
LG15.16,17.022,13.326,1.839,1.907,3,11.226,17.531
LG15.17,17.304,13.467,1.839,1.907,3,11.226,17.531
LG15.17,17.304,13.467,1.839,1.907,3,11.226,17.531
LG15.17,17.304,13.467,1.839,1.907,3,11.226,17.531
LG15.18,19.574,15.011,1.839,1.907,3,11.226,17.531
LG15.18,19.574,15.011,1.839,1.907,3,11.226,17.531
LG15.18,19.574,15.011,1.839,1.907,3,11.226,17.531
LG2,18.651,9.322,1.847,1.848,1,8.581,17.333
LG2,18.651,9.322,1.847,1.848,1,8.581,17.333
LG2,18.651,9.322,1.847,1.848,1,8.581,17.333
LG4,20.714,7.425,1.847,1.848,1,8.581,17.333
LG4,20.714,7.425,1.847,1.848,1,8.581,17.333
LG4,20.714,7.425,1.847,1.848,1,8.581,17.333
LG5,19.891,8.546,1.847,1.848,1,8.581,17.333
LG5,19.891,8.546,1.847,1.848,1,8.581,17.333
LG5,19.891,8.546,1.847,1.848,1,8.581,17.333
LG6,19.251,9.022,1.847,1.848,1,8.581,17.333
LG6,19.251,9.022,1.847,1.848,1,8.581,17.333
LG6,19.251,9.022,1.847,1.848,1,8.581,17.333
LG7,18.269,16.197,1.847,1.848,1,8.581,17.333
LG7,18.269,16.197,1.847,1.848,1,8.581,17.333
LG7,18.269,16.197,1.847,1.848,1,8.581,17.333
LG8,19.436,8.762,1.847,1.848,1,8.581,17.333
LG8,19.436,8.762,1.847,1.848,1,8.581,17.333
LG8,19.436,8.762,1.847,1.848,1,8.581,17.333
LP10,21.92,7.856,1.847,1.848,1,8.581,17.333
LP10,21.92,7.856,1.847,1.848,1,8.581,17.333
LP10,21.92,7.856,1.847,1.848,1,8.581,17.333
LP11,17.541,8.364,1.847,1.848,1,8.581,17.333
LP11,17.541,8.364,1.847,1.848,1,8.581,17.333
LP11,17.541,8.364,1.847,1.848,1,8.581,17.333
LP12,18.783,6.847,1.847,1.848,1,8.581,17.333
LP12,18.783,6.847,1.847,1.848,1,8.581,17.333
LP12,18.783,6.847,1.847,1.848,1,8.581,17.333
LP13,18.098,7.39,1.847,1.848,1,8.581,17.333
LP13,18.098,7.39,1.847,1.848,1,8.581,17.333
LP13,18.098,7.39,1.847,1.848,1,8.581,17.333
LP16,25.367,7.216,1.847,1.848,1,8.581,17.333
LP16,25.367,7.216,1.847,1.848,1,8.581,17.333
LP16,25.367,7.216,1.847,1.848,1,8.581,17.333
LP17,18.221,9.717,1.847,1.848,1,8.581,17.333
LP17,18.221,9.717,1.847,1.848,1,8.581,17.333
LP17,18.221,9.717,1.847,1.848,1,8.581,17.333
LP3,18.27,9.618,1.847,1.848,1,8.581,17.333
LP3,18.27,9.618,1.847,1.848,1,8.581,17.333
LP3,18.27,9.618,1.847,1.848,1,8.581,17.333
LP4,18.078,10.153,1.847,1.848,1,8.581,17.333
LP4,18.078,10.153,1.847,1.848,1,8.581,17.333
LP4,18.078,10.153,1.847,1.848,1,8.581,17.333
LP8,17.287,10.351,1.847,1.848,1,8.581,17.333
LP8,17.287,10.351,1.847,1.848,1,8.581,17.333
LP8,17.287,10.351,1.847,1.848,1,8.581,17.333
LP9,17.862,7.878,1.847,1.848,1,8.581,17.333
LP9,17.862,7.878,1.847,1.848,1,8.581,17.333
LP9,17.862,7.878,1.847,1.848,1,8.581,17.333
LR10,16.92,6.825,1.847,1.848,1,8.581,17.333
LR10,16.92,6.825,1.847,1.848,1,8.581,17.333
LR10,16.92,6.825,1.847,1.848,1,8.581,17.333
LR2,16.947,9.086,1.847,1.848,1,8.581,17.333
LR2,16.947,9.086,1.847,1.848,1,8.581,17.333
LR2,16.947,9.086,1.847,1.848,1,8.581,17.333
LR3,19.276,8.674,1.847,1.848,1,8.581,17.333
LR3,19.276,8.674,1.847,1.848,1,8.581,17.333
LR3,19.276,8.674,1.847,1.848,1,8.581,17.333
LR4,19.422,8.907,1.847,1.848,1,8.581,17.333
LR4,19.422,8.907,1.847,1.848,1,8.581,17.333
LR4,19.422,8.907,1.847,1.848,1,8.581,17.333
LR5,16.748,7.281,1.847,1.848,1,8.581,17.333
LR5,16.748,7.281,1.847,1.848,1,8.581,17.333
LR5,16.748,7.281,1.847,1.848,1,8.581,17.333
LR6,17.531,7.882,1.847,1.848,1,8.581,17.333
LR6,17.531,7.882,1.847,1.848,1,8.581,17.333
LR6,17.531,7.882,1.847,1.848,1,8.581,17.333
LR7,18.28,7.953,1.847,1.848,1,8.581,17.333
LR7,18.28,7.953,1.847,1.848,1,8.581,17.333
LR7,18.28,7.953,1.847,1.848,1,8.581,17.333
LR8,17.865,9.516,1.847,1.848,1,8.581,17.333
LR8,17.865,9.516,1.847,1.848,1,8.581,17.333
LR8,17.865,9.516,1.847,1.848,1,8.581,17.333
LR9,18.76,8.195,1.847,1.848,1,8.581,17.333
LR9,18.76,8.195,1.847,1.848,1,8.581,17.333
LR9,18.76,8.195,1.847,1.848,1,8.581,17.333
M1,20.747,12.928,1.847,1.848,1,8.581,17.333
M1,20.747,12.928,1.847,1.848,1,8.581,17.333
M1,20.747,12.928,1.847,1.848,1,8.581,17.333
M10,20.399,9.208,1.847,1.848,1,8.581,17.333
M10,20.399,9.208,1.847,1.848,1,8.581,17.333
M10,20.399,9.208,1.847,1.848,1,8.581,17.333
M11,18.861,10.069,1.847,1.848,1,8.581,17.333
M11,18.861,10.069,1.847,1.848,1,8.581,17.333
M11,18.861,10.069,1.847,1.848,1,8.581,17.333
M2,19.072,10.232,1.847,1.848,1,8.581,17.333
M2,19.072,10.232,1.847,1.848,1,8.581,17.333
M2,19.072,10.232,1.847,1.848,1,8.581,17.333
M3,18.728,8.634,1.847,1.848,1,8.581,17.333
M3,18.728,8.634,1.847,1.848,1,8.581,17.333
M3,18.728,8.634,1.847,1.848,1,8.581,17.333
M4,18.308,8.067,1.847,1.848,1,8.581,17.333
M4,18.308,8.067,1.847,1.848,1,8.581,17.333
M4,18.308,8.067,1.847,1.848,1,8.581,17.333
M5,18.845,9.944,1.847,1.848,1,8.581,17.333
M5,18.845,9.944,1.847,1.848,1,8.581,17.333
M5,18.845,9.944,1.847,1.848,1,8.581,17.333
M6,18.949,10.222,1.847,1.848,1,8.581,17.333
M6,18.949,10.222,1.847,1.848,1,8.581,17.333
M6,18.949,10.222,1.847,1.848,1,8.581,17.333
M7,18.448,8.135,1.847,1.848,1,8.581,17.333
M7,18.448,8.135,1.847,1.848,1,8.581,17.333
M7,18.448,8.135,1.847,1.848,1,8.581,17.333
M8,18.526,9.823,1.847,1.848,1,8.581,17.333
M8,18.526,9.823,1.847,1.848,1,8.581,17.333
M8,18.526,9.823,1.847,1.848,1,8.581,17.333
M9,22.216,10.882,1.847,1.848,1,8.581,17.333
M9,22.216,10.882,1.847,1.848,1,8.581,17.333
M9,22.216,10.882,1.847,1.848,1,8.581,17.333
ME01,19.634,14.024,1.843,1.906,2,11.724,17.977
ME01,19.634,14.024,1.843,1.906,2,11.724,17.977
ME01,19.634,14.024,1.843,1.906,2,11.724,17.977
ME02,20.24,13.548,1.843,1.906,2,11.724,17.977
ME02,20.24,13.548,1.843,1.906,2,11.724,17.977
ME02,20.24,13.548,1.843,1.906,2,11.724,17.977
ME03,17.81,11.078,1.843,1.906,2,11.724,17.977
ME03,17.81,11.078,1.843,1.906,2,11.724,17.977
ME03,17.81,11.078,1.843,1.906,2,11.724,17.977
P32.14,16.964,10.564,1.843,1.906,2,11.724,17.977
P32.14,16.964,10.564,1.843,1.906,2,11.724,17.977
P32.14,16.964,10.564,1.843,1.906,2,11.724,17.977
P32.16,16.032,10.424,1.843,1.906,2,11.724,17.977
P32.16,16.032,10.424,1.843,1.906,2,11.724,17.977
P32.16,16.032,10.424,1.843,1.906,2,11.724,17.977
P32.2,21.739,15.364,1.843,1.906,2,11.724,17.977
P32.2,21.739,15.364,1.843,1.906,2,11.724,17.977
P32.2,21.739,15.364,1.843,1.906,2,11.724,17.977
P32.3,17.087,12.51,1.843,1.906,2,11.724,17.977
P32.3,17.087,12.51,1.843,1.906,2,11.724,17.977
P32.3,17.087,12.51,1.843,1.906,2,11.724,17.977
P32.4,16.01,11.367,1.843,1.906,2,11.724,17.977
P32.4,16.01,11.367,1.843,1.906,2,11.724,17.977
P32.4,16.01,11.367,1.843,1.906,2,11.724,17.977
P32.6,17.394,13.291,1.843,1.906,2,11.724,17.977
P32.6,17.394,13.291,1.843,1.906,2,11.724,17.977
P32.6,17.394,13.291,1.843,1.906,2,11.724,17.977
PH2.11,16.728,12.12,1.843,1.906,2,11.724,17.977
PH2.11,16.728,12.12,1.843,1.906,2,11.724,17.977
PH2.11,16.728,12.12,1.843,1.906,2,11.724,17.977
PH2.12,18.185,13.105,1.843,1.906,2,11.724,17.977
PH2.12,18.185,13.105,1.843,1.906,2,11.724,17.977
PH2.12,18.185,13.105,1.843,1.906,2,11.724,17.977
PH2.16,17.494,11.983,1.843,1.906,2,11.724,17.977
PH2.16,17.494,11.983,1.843,1.906,2,11.724,17.977
PH2.16,17.494,11.983,1.843,1.906,2,11.724,17.977
PH2.23,18.393,13.075,1.843,1.906,2,11.724,17.977
PH2.23,18.393,13.075,1.843,1.906,2,11.724,17.977
PH2.23,18.393,13.075,1.843,1.906,2,11.724,17.977
PH2.24,16.81,12.196,1.843,1.906,2,11.724,17.977
PH2.24,16.81,12.196,1.843,1.906,2,11.724,17.977
PH2.24,16.81,12.196,1.843,1.906,2,11.724,17.977
PH2.30,17.5,12.591,1.843,1.906,2,11.724,17.977
PH2.30,17.5,12.591,1.843,1.906,2,11.724,17.977
PH2.30,17.5,12.591,1.843,1.906,2,11.724,17.977
PH3.27,18.238,12.041,1.839,1.907,3,11.226,17.531
PH3.27,18.238,12.041,1.839,1.907,3,11.226,17.531
PH3.27,18.238,12.041,1.839,1.907,3,11.226,17.531
PH3.28,19.676,12.866,1.839,1.907,3,11.226,17.531
PH3.28,19.676,12.866,1.839,1.907,3,11.226,17.531
PH3.28,19.676,12.866,1.839,1.907,3,11.226,17.531
PH3.29,18.581,12.8,1.839,1.907,3,11.226,17.531
PH3.29,18.581,12.8,1.839,1.907,3,11.226,17.531
PH3.29,18.581,12.8,1.839,1.907,3,11.226,17.531
PH3.30,18.862,13.55,1.839,1.907,3,11.226,17.531
PH3.30,18.862,13.55,1.839,1.907,3,11.226,17.531
PH3.30,18.862,13.55,1.839,1.907,3,11.226,17.531
PH3.31,17.005,11.527,1.839,1.907,3,11.226,17.531
PH3.31,17.005,11.527,1.839,1.907,3,11.226,17.531
PH3.31,17.005,11.527,1.839,1.907,3,11.226,17.531
PH3.34,18.356,13.694,1.839,1.907,3,11.226,17.531
PH3.34,18.356,13.694,1.839,1.907,3,11.226,17.531
PH3.34,18.356,13.694,1.839,1.907,3,11.226,17.531
TRE3,19.035,14.498,1.839,1.907,3,11.226,17.531
TRE3,19.035,14.498,1.839,1.907,3,11.226,17.531
TRE3,19.035,14.498,1.839,1.907,3,11.226,17.531
TRE4,19.466,15.393,1.839,1.907,3,11.226,17.531
TRE4,19.466,15.393,1.839,1.907,3,11.226,17.531
TRE4,19.466,15.393,1.839,1.907,3,11.226,17.531
TRE5,17.278,13.977,1.839,1.907,3,11.226,17.531
TRE5,17.278,13.977,1.839,1.907,3,11.226,17.531
TRE5,17.278,13.977,1.839,1.907,3,11.226,17.531
TRE6,17.729,14.902,1.839,1.907,3,11.226,17.531
TRE6,17.729,14.902,1.839,1.907,3,11.226,17.531
TRE6,17.729,14.902,1.839,1.907,3,11.226,17.531
TRE7,18.733,13.534,1.839,1.907,3,11.226,17.531
TRE7,18.733,13.534,1.839,1.907,3,11.226,17.531
TRE7,18.733,13.534,1.839,1.907,3,11.226,17.531
TRE9,18.914,15.098,1.839,1.907,3,11.226,17.531
TRE9,18.914,15.098,1.839,1.907,3,11.226,17.531
TRE9,18.914,15.098,1.839,1.907,3,11.226,17.531
TSE16,18.035,12.799,1.839,1.907,3,11.226,17.531
TSE16,18.035,12.799,1.839,1.907,3,11.226,17.531
TSE16,18.035,12.799,1.839,1.907,3,11.226,17.531
TSE17,18.053,10.127,1.839,1.907,3,11.226,17.531
TSE17,18.053,10.127,1.839,1.907,3,11.226,17.531
TSE17,18.053,10.127,1.839,1.907,3,11.226,17.531
TSE18,19.445,12.173,1.839,1.907,3,11.226,17.531
TSE18,19.445,12.173,1.839,1.907,3,11.226,17.531
TSE18,19.445,12.173,1.839,1.907,3,11.226,17.531
TSE19,21.601,14.839,1.839,1.907,3,11.226,17.531
TSE19,21.601,14.839,1.839,1.907,3,11.226,17.531
TSE19,21.601,14.839,1.839,1.907,3,11.226,17.531
TSE20,15.988,11.159,1.839,1.907,3,11.226,17.531
TSE20,15.988,11.159,1.839,1.907,3,11.226,17.531
TSE20,15.988,11.159,1.839,1.907,3,11.226,17.531
TSE22,17.573,10.942,1.839,1.907,3,11.226,17.531
TSE22,17.573,10.942,1.839,1.907,3,11.226,17.531
TSE22,17.573,10.942,1.839,1.907,3,11.226,17.531
V2,17.174,9.672,1.847,1.848,1,8.581,17.333
V2,17.174,9.672,1.847,1.848,1,8.581,17.333
V2,17.174,9.672,1.847,1.848,1,8.581,17.333
V2,19.502,11.447,1.847,1.848,1,8.581,17.333
V2,19.502,11.447,1.847,1.848,1,8.581,17.333
V2,19.502,11.447,1.847,1.848,1,8.581,17.333
V3,21.108,10.316,1.847,1.848,1,8.581,17.333
V3,21.108,10.316,1.847,1.848,1,8.581,17.333
V3,21.108,10.316,1.847,1.848,1,8.581,17.333
V4,18.054,9.565,1.847,1.848,1,8.581,17.333
V4,18.054,9.565,1.847,1.848,1,8.581,17.333
V4,18.054,9.565,1.847,1.848,1,8.581,17.333
V5,19.23,8.714,1.847,1.848,1,8.581,17.333
V5,19.23,8.714,1.847,1.848,1,8.581,17.333
V5,19.23,8.714,1.847,1.848,1,8.581,17.333
V6,18.444,10.9,1.847,1.848,1,8.581,17.333
V6,18.444,10.9,1.847,1.848,1,8.581,17.333
V6,18.444,10.9,1.847,1.848,1,8.581,17.333
V7,19.557,20.613,1.847,1.848,1,8.581,17.333
V7,19.557,20.613,1.847,1.848,1,8.581,17.333
V7,19.557,20.613,1.847,1.848,1,8.581,17.333
V8,19.1,11.13,1.847,1.848,1,8.581,17.333
V8,19.1,11.13,1.847,1.848,1,8.581,17.333
V8,19.1,11.13,1.847,1.848,1,8.581,17.333
VL13.10,17.815,12.697,1.843,1.906,2,11.724,17.977
VL13.10,17.815,12.697,1.843,1.906,2,11.724,17.977
VL13.10,17.815,12.697,1.843,1.906,2,11.724,17.977
VL13.11,17.398,10.189,1.843,1.906,2,11.724,17.977
VL13.11,17.398,10.189,1.843,1.906,2,11.724,17.977
VL13.11,17.398,10.189,1.843,1.906,2,11.724,17.977
VL13.12,17.391,12.354,1.843,1.906,2,11.724,17.977
VL13.12,17.391,12.354,1.843,1.906,2,11.724,17.977
VL13.12,17.391,12.354,1.843,1.906,2,11.724,17.977
VL13.13,16.674,14.914,1.843,1.906,2,11.724,17.977
VL13.13,16.674,14.914,1.843,1.906,2,11.724,17.977
VL13.13,16.674,14.914,1.843,1.906,2,11.724,17.977
VL13.14,18.006,12.599,1.843,1.906,2,11.724,17.977
VL13.14,18.006,12.599,1.843,1.906,2,11.724,17.977
VL13.14,18.006,12.599,1.843,1.906,2,11.724,17.977
VL13.15,17.924,11.393,1.843,1.906,2,11.724,17.977
VL13.15,17.924,11.393,1.843,1.906,2,11.724,17.977
VL13.15,17.924,11.393,1.843,1.906,2,11.724,17.977
VL16.14,20.325,10.427,1.843,1.906,2,11.724,17.977
VL16.14,20.325,10.427,1.843,1.906,2,11.724,17.977
VL16.14,20.325,10.427,1.843,1.906,2,11.724,17.977
